,ID,Genre,Senior,Enfants,Anciennete,Multi-lignes,Service Internet,Autres Services,Partenaire,Contrat,Facturation electronique,Mode de paiement,charges mensuelles,Charges totales,target
"2662,3109,Femme,0,Oui,43,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,106,""4532,3"",Non"
"4202,4939,Homme,0,Oui,17,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""89,4"",""1539,45"",Oui"
"2286,2679,Homme,0,Non,30,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""19,7"",""625,05"",Non"
"2261,2648,Femme,0,Non,2,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20,""40,9"",Non"
"2296,2690,Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""116,75"",""8277,05"",Non"
"1753,2064,Homme,0,Oui,51,Non,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,""76,4"",""3966,3"",Non"
"1968,2312,Femme,1,Oui,48,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""104,5"",""5068,05"",Non"
"5189,6100,Femme,0,Oui,71,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""24,7"",""1810,55"",Non"
"3117,3656,Femme,0,Non,32,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,""19,4"",""641,15"",Non"
"2393,2801,Femme,0,Oui,20,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,""20,35"",""442,6"",Non"
"523,610,Femme,1,Non,65,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,""105,25"",""6786,4"",Oui"
"3900,4584,Femme,0,Non,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque electronique,""90,1"",""6310,9"",Non"
"5579,6566,Homme,0,Non,61,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""106,2"",""6375,2"",Non"
"4699,5526,Femme,0,Oui,54,Oui,Non,Oui,Oui,Annuel,Oui,Virement bancaire,""24,75"",""1342,15"",Non"
"5274,6196,Homme,0,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""72,2"",""305,55"",Oui"
"3122,3662,Femme,0,Non,51,Non,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,""87,55"",""4475,9"",Non"
"4156,4885,Femme,0,Oui,41,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,""94,9"",3848,Non"
"1969,2313,Homme,0,Non,18,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""20,1"",""401,85"",Non"
"671,788,Femme,0,Non,34,Oui,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,""60,85"",""2003,6"",Non"
"4188,4921,Femme,0,Oui,71,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,""20,1"",""1389,6"",Non"
"666,783,Homme,0,Oui,27,Non,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,""54,75"",""1510,3"",Non"
"5175,6085,Homme,0,Non,36,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,95,""3440,25"",Non"
"1887,2218,Femme,0,Oui,66,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,""89,9"",""5958,85"",Non"
"3266,3834,Homme,0,Non,12,Oui,DSL,Oui,Non,Mensuel,Non,Virement bancaire,""74,75"",""827,05"",Non"
"280,329,Femme,1,Oui,28,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,""35,9"",""973,65"",Non"
"1719,2025,Homme,0,Non,12,Non,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,""95,7"",1184,Non"
"2947,3460,Femme,0,Oui,30,Oui,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,""25,1"",""789,55"",Non"
"4455,5237,Homme,0,Non,41,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,""89,55"",""3729,75"",Non"
"899,1062,Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""112,4"",""8046,85"",Non"
"5800,6825,Femme,1,Non,66,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""80,45"",""5224,35"",Oui"
"760,899,Femme,0,Non,12,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""98,9"",""1120,95"",Oui"
"1906,2243,Homme,0,Oui,44,Oui,Non,Oui,Oui,Annuel,Non,Cheque electronique,""24,85"",""1013,6"",Non"
"4042,4752,Homme,0,Non,11,Oui,Non,Oui,Non,Mensuel,Non,Carte bancaire,""23,15"",""245,2"",Oui"
"3823,4487,Femme,0,Non,61,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,""89,2"",""5500,6"",Non"
"4138,4863,Femme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""70,95"",""137,95"",Oui"
"3818,4482,Homme,0,Non,42,Non,DSL,Non,Oui,Mensuel,Oui,Virement bancaire,""40,15"",""1626,05"",Non"
"4300,5052,Homme,0,Non,56,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""105,35"",""5794,45"",Non"
"2593,3030,Homme,0,Oui,23,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,""48,35"",""1067,15"",Oui"
"4164,4893,Homme,1,Non,20,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""84,35"",""1745,2"",Non"
"3031,3556,Homme,0,Non,20,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""85,25"",""1734,5"",Oui"
"3579,4198,Femme,0,Oui,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""84,75"",""1816,75"",Non"
"2832,3320,Femme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""70,75"",""146,9"",Oui"
"3472,4073,Homme,1,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""79,55"",""718,55"",Non"
"137,159,Homme,0,Oui,16,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,""64,25"",1024,Non"
"4892,5754,Homme,0,Non,2,Non,Non,Oui,Non,Mensuel,Oui,Carte bancaire,""19,9"",""33,7"",Non"
"2180,2556,Femme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,60,""487,75"",Non"
"2128,2498,Femme,0,Non,4,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,""19,6"",""93,45"",Non"
"3177,3731,Femme,0,Non,57,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""104,5"",""5921,35"",Oui"
"4854,5712,Femme,1,Non,20,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""90,8"",1951,Oui"
"4637,5446,Homme,0,Oui,62,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""89,1"",""5411,65"",Non"
"5115,6015,Femme,0,Non,54,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,""94,1"",""5060,9"",Non"
"5210,6123,Femme,0,Non,17,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""19,55"",""280,85"",Non"
"4261,5006,Femme,0,Non,39,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,""104,7"",""4134,85"",Oui"
"4344,5107,Femme,0,Non,52,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""59,45"",""3043,7"",Non"
"1331,1572,Homme,0,Oui,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,05"",""20,05"",Non"
"2017,2369,Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""117,15"",""8529,5"",Non"
"4542,5334,Femme,0,Oui,13,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""88,35"",""1222,8"",Oui"
"2482,2900,Homme,0,Non,71,Non,DSL,Non,Non,Bisannuel,Non,Virement bancaire,""53,95"",""3888,65"",Non"
"1358,1602,Homme,0,Non,46,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,""94,65"",""4312,5"",Non"
"1329,1570,Femme,0,Oui,15,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""46,3"",""639,45"",Non"
"5894,6932,Homme,0,Non,58,Non,Fibre optique,Oui,Non,Annuel,Non,Virement bancaire,""99,15"",""5720,95"",Non"
"2150,2525,Homme,0,Oui,72,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,""19,9"",""1529,65"",Non"
"4530,5321,Homme,0,Oui,37,Non,DSL,Oui,Non,Bisannuel,Non,Carte bancaire,""61,45"",""2302,35"",Non"
"2122,2490,Femme,0,Oui,68,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,""78,45"",""5333,35"",Non"
"4673,5490,Femme,0,Oui,11,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,""25,2"",""321,05"",Non"
"3981,4683,Femme,1,Non,27,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,""88,3"",""2467,75"",Oui"
"1252,1484,Femme,0,Oui,51,Non,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,""69,75"",""3562,5"",Non"
"3278,3850,Femme,0,Non,58,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,""109,45"",""6144,55"",Oui"
"3374,3959,Homme,0,Non,16,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,""73,85"",""1284,2"",Oui"
"2814,3299,Femme,0,Non,4,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,05"",""83,3"",Non"
"4719,5552,Homme,0,Non,20,Non,Non,Oui,Non,Mensuel,Oui,Carte bancaire,""19,6"",""356,15"",Non"
"1848,2174,Homme,0,Non,4,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""86,05"",""308,1"",Non"
"4858,5716,Homme,0,Non,32,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""108,15"",""3432,9"",Oui"
"3037,3563,Homme,1,Non,5,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""89,8"",""502,6"",Oui"
"388,455,Femme,0,Non,61,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""24,4"",""1417,9"",Non"
"235,276,Homme,0,Non,5,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""85,4"",""401,1"",Oui"
"1077,1275,Femme,0,Oui,62,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,""101,15"",""6638,35"",Non"
"1984,2330,Femme,0,Non,57,Oui,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,""94,7"",""5468,95"",Non"
"4363,5128,Homme,0,Non,67,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,""118,35"",""7804,15"",Oui"
"3962,4659,Femme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""44,45"",""369,3"",Non"
"770,910,Femme,0,Non,71,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,""111,25"",""7984,15"",Non"
"2165,2540,Femme,0,Oui,65,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,26,""1654,85"",Non"
"4533,5325,Homme,0,Non,24,Oui,DSL,Oui,Non,Annuel,Non,Virement bancaire,""54,6"",""1242,25"",Non"
"673,790,Homme,0,Non,72,Oui,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,""69,65"",""4908,25"",Non"
"249,293,Homme,0,Oui,23,Non,Fibre optique,Oui,Oui,Annuel,Non,Cheque papier,""86,8"",""1940,8"",Non"
"1574,1854,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,""45,15"",""45,15"",Oui"
"3419,4010,Homme,0,Non,63,Non,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,""86,7"",""5309,5"",Non"
"2081,2444,Femme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,""109,55"",""7887,25"",Non"
"1823,2144,Homme,1,Non,30,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque electronique,""74,85"",""2181,75"",Non"
"5537,6516,Femme,0,Non,29,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,""25,1"",""712,85"",Oui"
"5725,6741,Femme,1,Non,40,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""79,2"",""3233,85"",Oui"
"4544,5336,Femme,0,Non,64,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque papier,""96,9"",""6314,35"",Non"
"716,844,Femme,0,Non,13,Non,DSL,Non,Non,Mensuel,Oui,Virement bancaire,""30,85"",""394,1"",Non"
"5331,6264,Femme,0,Non,25,Non,DSL,Non,Non,Annuel,Non,Cheque electronique,""54,2"",""1423,15"",Non"
"5586,6575,Femme,1,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""90,1"",""816,8"",Non"
"2048,2403,Homme,0,Oui,6,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,7"",""111,65"",Non"
"4178,4908,Femme,0,Non,71,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""23,85"",""1672,1"",Non"
"4809,5656,Homme,0,Non,65,Oui,Non,Oui,Non,Bisannuel,Oui,Virement bancaire,""25,1"",1725,Non"
"2724,3189,Femme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""49,85"",""365,55"",Oui"
"5407,6358,Homme,0,Non,65,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,""89,75"",""5769,6"",Oui"
"1460,1720,Homme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""107,95"",""318,6"",Non"
"1668,1964,Homme,0,Non,8,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,""70,7"",""553,4"",Non"
"2756,3226,Femme,0,Non,13,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""71,95"",""923,85"",Non"
"2000,2346,Femme,0,Oui,4,Non,Non,Oui,Non,Mensuel,Oui,Virement bancaire,""20,05"",""85,5"",Non"
"4571,5367,Femme,0,Oui,66,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque electronique,""59,75"",""3996,8"",Non"
"4613,5417,Femme,0,Oui,57,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,95,""5535,8"",Non"
404,472,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,55,55,Oui
"384,449,Homme,0,Oui,8,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""94,75"",""759,55"",Non"
"5372,6316,Femme,0,Oui,48,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,""70,1"",""3238,4"",Non"
"2152,2527,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""19,4"",""19,4"",Oui"
"1633,1923,Homme,0,Oui,25,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""60,35"",""1404,65"",Non"
"5481,6447,Homme,1,Oui,58,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,""89,85"",""5125,75"",Non"
"4784,5627,Femme,0,Non,11,Non,DSL,Oui,Non,Mensuel,Non,Virement bancaire,""64,05"",""733,95"",Non"
"3925,4613,Femme,0,Oui,65,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,""45,25"",""2933,95"",Non"
"4158,4887,Femme,0,Non,7,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""19,9"",""173,15"",Non"
"4948,5820,Femme,0,Oui,70,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""115,15"",8250,Non"
"223,263,Homme,1,Non,57,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""89,85"",""4925,35"",Non"
"2193,2570,Femme,0,Non,72,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,""24,85"",""1871,85"",Non"
"3136,3679,Homme,0,Oui,16,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""84,9"",""1398,25"",Non"
"4469,5252,Femme,1,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""69,05"",""318,5"",Oui"
"1824,2145,Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""50,5"",""147,75"",Non"
"5816,6844,Femme,0,Non,9,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,""91,75"",""865,8"",Oui"
"5124,6027,Femme,0,Non,13,Non,Non,Oui,Non,Mensuel,Non,Carte bancaire,""19,45"",""232,1"",Non"
"4972,5846,Femme,0,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""75,8"",""246,3"",Oui"
"797,938,Femme,0,Non,6,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""79,05"",""434,5"",Oui"
"2871,3365,Femme,0,Non,21,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""103,9"",""2254,2"",Oui"
"9,12,Homme,0,Non,16,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,""18,95"",""326,8"",Non"
"1944,2287,Homme,1,Non,8,Non,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,""64,4"",""581,7"",Non"
"1838,2160,Femme,0,Non,15,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,""25,05"",""369,1"",Non"
"4804,5651,Homme,0,Oui,39,Non,DSL,Oui,Oui,Annuel,Non,Cheque electronique,""59,8"",""2343,85"",Non"
"255,300,Femme,0,Oui,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""73,6"",""73,6"",Oui"
"4485,5272,Homme,0,Oui,13,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,""66,4"",""831,75"",Non"
"5389,6336,Femme,0,Non,14,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""69,65"",""921,4"",Non"
"1581,1865,Femme,1,Non,26,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,""60,7"",""1597,4"",Non"
"2956,3470,Femme,1,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""91,5"",""1400,3"",Non"
"924,1090,Femme,0,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""74,75"",""1129,35"",Non"
"5295,6221,Homme,0,Oui,10,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,""53,7"",521,Non"
"2508,2929,Homme,0,Oui,68,Non,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,""95,1"",""6683,4"",Non"
"5024,5908,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,""44,3"",""44,3"",Non"
"3775,4430,Femme,0,Oui,70,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,""79,7"",""5743,3"",Non"
"4835,5688,Homme,0,Non,43,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,""90,65"",""3882,3"",Non"
"4136,4861,Homme,0,Oui,13,Non,DSL,Non,Oui,Bisannuel,Non,Cheque papier,""40,55"",""590,35"",Non"
"4964,5837,Homme,0,Non,6,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""19,15"",""124,4"",Non"
"2779,3255,Homme,1,Non,17,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""101,8"",""1752,45"",Non"
"539,627,Homme,0,Non,23,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""84,25"",""1968,1"",Non"
"2745,3212,Femme,0,Non,17,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,""20,05"",""337,9"",Non"
"5378,6324,Femme,0,Non,40,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,""105,95"",""4335,2"",Non"
"5886,6924,Femme,0,Non,53,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,""74,1"",""3833,95"",Non"
"1145,1356,Femme,0,Non,9,Non,Non,Oui,Non,Mensuel,Oui,Cheque electronique,""19,5"",""178,85"",Non"
"5127,6032,Femme,1,Oui,12,Non,DSL,Non,Oui,Mensuel,Oui,Cheque papier,""29,3"",""355,9"",Non"
"4468,5251,Homme,0,Non,12,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""94,55"",""1173,55"",Non"
"667,784,Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,""52,2"",""52,2"",Oui"
"3019,3543,Homme,0,Oui,29,Non,DSL,Non,Oui,Annuel,Oui,Carte bancaire,""55,35"",""1636,95"",Non"
"357,421,Femme,0,Oui,5,Oui,Non,Oui,Oui,Mensuel,Oui,Cheque papier,""24,3"",""132,25"",Non"
"5063,5953,Femme,0,Oui,4,Oui,Non,Oui,Non,Mensuel,Oui,Cheque papier,""25,45"",""84,2"",Non"
"2831,3318,Homme,0,Non,63,Non,DSL,Oui,Oui,Annuel,Non,Carte bancaire,""70,8"",""4448,8"",Non"
"2783,3260,Femme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,""70,55"",""433,95"",Non"
"1353,1596,Homme,1,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""74,7"",""165,4"",Oui"
"5131,6036,Homme,1,Non,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,""110,85"",""7491,75"",Oui"
"470,549,Homme,1,Non,50,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,""101,9"",""5265,5"",Non"
"2703,3166,Homme,0,Oui,24,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,""20,25"",""439,75"",Non"
"3330,3907,Femme,0,Non,1,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""78,8"",""78,8"",Oui"
"3637,4265,Femme,1,Non,46,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,""104,45"",""4863,85"",Non"
"1396,1644,Homme,0,Non,37,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""90,35"",""3419,3"",Non"
"3584,4203,Homme,0,Non,10,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,""19,6"",""189,45"",Non"
"5366,6307,Homme,0,Non,71,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,""116,3"",""8309,55"",Non"
"5262,6179,Femme,1,Non,54,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,""18,95"",""1031,1"",Non"
"3376,3961,Femme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,""57,55"",""161,45"",Non"
"1256,1489,Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,""51,25"",""51,25"",Non"
"3512,4122,Homme,1,Non,27,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""95,55"",""2510,2"",Oui"
"1250,1482,Homme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Oui,Carte bancaire,""65,1"",""4754,3"",Non"
"5748,6768,Homme,0,Non,57,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,""55,7"",""3171,6"",Non"
"4298,5049,Femme,1,Non,54,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,""99,1"",""5437,1"",Non"
"3284,3858,Homme,0,Non,5,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,""20,65"",""93,55"",Non"
"2933,3443,Homme,0,Non,29,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,""98,8"",""2807,1"",Non"
"4175,4905,Femme,0,Non,33,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,""107,55"",""3645,5"",Non"
"5268,6190,Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,""91,95"",""6614,9"",Non"
"4910,5777,Homme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,""82,3"",""5980,55"",Non"
"1852,2178,Homme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,""102,65"",""7550,3"",Non"
"5599,6588,Homme,1,Non,64,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""103,5"",""6548,65"",Non"
"5827,6858,Homme,0,Oui,58,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""92,85"",""5305,05"",Non"
"2105,2470,Femme,0,Non,29,Non,Non,Oui,Non,Annuel,Non,Cheque papier,20,""599,3"",Non"
"133,152,Homme,0,Non,7,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,95,""655,5"",Oui"
"5236,6152,Femme,0,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,71,""672,55"",Oui"
"5029,5913,Femme,1,Non,47,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,""85,2"",""3969,35"",Oui"
"928,1094,Femme,0,Oui,71,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Cheque electronique,""100,45"",""7159,7"",Non"
"823,968,Homme,0,Oui,3,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,85"",""60,65"",Non"
"5433,6392,Homme,0,Oui,38,Oui,DSL,Oui,Oui,Annuel,Non,Carte bancaire,""78,95"",""2862,55"",Non"
"1531,1802,Homme,0,Non,22,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""69,7"",""1490,4"",Non"
"1214,1436,Femme,1,Non,65,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,""109,4"",""7227,45"",Non"
"504,589,Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,""99,15"",""7422,1"",Non"
"4285,5032,Homme,0,Oui,9,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""101,5"",""906,85"",Non"
"1996,2342,Femme,0,Non,68,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,""114,9"",""7843,55"",Non"
"3072,3602,Femme,0,Oui,55,Non,Non,Oui,Oui,Mensuel,Non,Carte bancaire,20,""1087,25"",Non"
"1958,2302,Femme,0,Non,8,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,""90,25"",""743,75"",Non"
"1384,1630,Homme,0,Non,68,Non,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,""70,95"",""4741,45"",Non"
"894,1056,Femme,0,Non,36,Non,Non,Oui,Non,Annuel,Non,Cheque papier,""19,55"",""620,75"",Non"
"4924,5793,Femme,1,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,""96,3"",""1426,75"",Oui"
"455,529,Homme,0,Oui,35,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,""19,6"",""686,95"",Non"
"5545,6527,Homme,0,Oui,49,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,""100,6"",""5069,65"",Oui"
"3709,4352,Femme,0,Non,7,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,""20,35"",""150,6"",Non"
"5520,6497,Homme,1,Non,40,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,""101,85"",""4086,3"",Oui"
"4849,5704,Homme,1,Non,72,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,""25,4"",""1809,35"",Non"
"4748,5586,Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,""19,3"",""19,3"",Oui"
"4268,5014,Homme,1,Non,23,Non,DSL,Non,Non,Mensuel,Oui,Virement bancaire,""34,65"",""768,45"",Non"
