Genre,Senior,Enfants,Anciennete,Multi_lignes,Service_Internet,Autres_Services,Partenaire,Contrat,Facturation_electronique,Mode_de_paiement,charges_mensuelles,Charges_totales,target
Femme,1,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,45.1,45.1,Oui
Femme,0,Non,67,Oui,Non,Oui,Non,Bisannuel,Oui,Virement bancaire,25.6,1790.35,Non
Homme,0,Non,15,Oui,DSL,Oui,Non,Mensuel,Non,Cheque electronique,51.55,765.5,Oui
Femme,0,Non,21,Non,Non,Oui,Non,Bisannuel,Oui,Carte bancaire,20.85,435.25,Non
Homme,0,Non,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.25,79.25,Oui
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,45.85,45.85,Oui
Homme,1,Non,59,Non,DSL,Non,Oui,Bisannuel,Oui,Carte bancaire,64.05,3886.85,Non
Femme,0,Non,3,Non,Non,Oui,Non,Mensuel,Non,Cheque electronique,19.55,61.05,Non
Femme,1,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,79.75,159.4,Oui
Homme,0,Non,25,Non,Fibre optique,Oui,Non,Bisannuel,Non,Virement bancaire,99.3,2513.5,Non
Homme,0,Oui,11,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,90.6,1020.2,Non
Homme,1,Non,34,Non,Fibre optique,Oui,Oui,Mensuel,Non,Carte bancaire,71.55,2427.35,Non
Homme,0,Oui,39,Non,Non,Oui,Non,Annuel,Non,Virement bancaire,19.35,779.2,Non
Homme,0,Oui,40,Non,Non,Oui,Non,Annuel,Oui,Virement bancaire,20.4,854.9,Non
Homme,0,Oui,23,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.8,465.45,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,45.05,45.05,Oui
Homme,0,Non,32,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.8,607.7,Non
Femme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,97.9,315.3,Oui
Femme,0,Non,12,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,54.3,654.5,Non
Homme,0,Oui,4,Oui,DSL,Oui,Oui,Mensuel,Oui,Cheque electronique,50.9,225.6,Oui
Femme,1,Non,41,Non,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,101.1,4016.2,Non
Homme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,70.7,129.2,Non
Homme,0,Non,42,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,94.4,4014.6,Non
Homme,0,Non,1,Non,DSL,Non,Non,Mensuel,Non,Virement bancaire,24.8,24.8,Oui
Homme,1,Oui,64,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,111,6.7099,Non
Femme,0,Non,23,Non,DSL,Oui,Non,Annuel,Non,Virement bancaire,55.8,1327.85,Non
Homme,0,Non,61,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,114.1,7132.15,Non
Homme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,108.2,7840.6,Non
Homme,1,Non,32,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,96.15,3019.25,Oui
Femme,0,Non,61,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,101.05,5971.25,Non
Femme,0,Oui,35,Oui,Non,Oui,Oui,Mensuel,Oui,Cheque electronique,25.75,882.55,Non
Homme,0,Oui,63,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,89.4,5597.65,Non
Homme,0,Non,10,Non,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,54.95,568.85,Non
Femme,0,Oui,67,Oui,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,24.9,1680.25,Non
Femme,0,Non,7,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,61.4,438.9,Non
Homme,0,Non,18,Oui,Non,Oui,Non,Annuel,Non,Cheque papier,23.75,424.5,Non
Femme,1,Non,18,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,48.35,810.7,Oui
Femme,0,Non,71,Non,DSL,Non,Oui,Bisannuel,Oui,Cheque electronique,47.05,3263.6,Non
Homme,1,Non,67,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,94,65.6079,Non
Homme,0,Non,57,Oui,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,86.9,4939.25,Non
Homme,0,Oui,13,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,20,218.55,Non
Homme,1,Non,46,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,98.85,4564.9,Non
Femme,0,Oui,13,Non,Non,Oui,Oui,Bisannuel,Non,Cheque papier,19.55,265.3,Non
Femme,0,Non,3,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,91.5,242.95,Oui
Femme,0,Non,43,Non,DSL,Non,Non,Mensuel,Oui,Virement bancaire,49.05,2076.2,Oui
Homme,0,Non,62,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,96.1,6001.45,Non
Homme,0,Non,51,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,75.2,3901.25,Non
Femme,0,Oui,10,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,85.95,858.6,Non
Femme,0,Oui,26,Non,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,105.45,2715.3,Non
Homme,0,Non,13,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,54.45,706.85,Oui
Homme,0,Oui,69,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,20.2,1376.5,Non
Homme,0,Non,18,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,90.7,1597.25,Oui
Femme,0,Oui,9,Non,DSL,Oui,Oui,Mensuel,Non,Cheque papier,65,663.05,Oui
Femme,1,Non,39,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,101.25,3949.15,Non
Femme,0,Non,47,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,100.5,4707.1,Non
Homme,0,Oui,70,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,80.15,5600.15,Non
Femme,1,Non,16,Oui,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,54,1.889,Non
Homme,0,Oui,65,Non,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,19.85,1267.05,Non
Femme,0,Oui,67,Non,Non,Oui,Oui,Bisannuel,Oui,Virement bancaire,19.25,1372.9,Non
Homme,0,Oui,22,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,20.25,488.25,Non
Femme,0,Non,43,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,80.45,3398.9,Non
Homme,0,Non,16,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20,275.7,Non
Femme,1,Non,24,Non,DSL,Non,Oui,Mensuel,Oui,Carte bancaire,40.65,933.3,Oui
Homme,0,Non,56,Oui,Non,Oui,Oui,Bisannuel,Oui,Carte bancaire,25.15,1327.15,Oui
Homme,0,Oui,48,Oui,DSL,Oui,Non,Annuel,Oui,Virement bancaire,64.4,3035.35,Non
Homme,1,Non,57,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,104.9,5913.95,Non
Homme,0,Oui,17,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,89.4,1539.45,Oui
Homme,0,Non,30,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.7,625.05,Non
Femme,0,Non,2,Non,Non,Oui,Non,Mensuel,Oui,Cheque papier,20,40.9,Non
Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,116.75,8277.05,Non
Homme,0,Oui,51,Non,DSL,Oui,Oui,Annuel,Oui,Virement bancaire,76.4,3966.3,Non
Femme,1,Oui,48,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,104.5,5068.05,Non
Femme,0,Oui,71,Oui,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,24.7,1810.55,Non
Femme,0,Non,32,Non,Non,Oui,Oui,Mensuel,Non,Virement bancaire,19.4,641.15,Non
Femme,0,Oui,20,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,20.35,442.6,Non
Femme,1,Non,65,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,105.25,6786.4,Oui
Femme,0,Non,71,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque electronique,90.1,6310.9,Non
Homme,0,Non,61,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,106.2,6375.2,Non
Femme,0,Oui,54,Oui,Non,Oui,Oui,Annuel,Oui,Virement bancaire,24.75,1342.15,Non
Homme,0,Non,4,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,72.2,305.55,Oui
Femme,0,Non,51,Non,Fibre optique,Oui,Non,Annuel,Non,Carte bancaire,87.55,4475.9,Non
Femme,0,Oui,41,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,94,9.3848,Non
Homme,0,Non,18,Non,Non,Oui,Non,Annuel,Non,Cheque papier,20.1,401.85,Non
Femme,0,Non,34,Oui,DSL,Oui,Oui,Mensuel,Oui,Virement bancaire,60.85,2003.6,Non
Femme,0,Oui,71,Non,Non,Oui,Oui,Bisannuel,Non,Virement bancaire,20.1,1389.6,Non
Homme,0,Oui,27,Non,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,54.75,1510.3,Non
Homme,0,Non,36,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,95,3440.25,Non
Femme,0,Oui,66,Oui,DSL,Oui,Oui,Bisannuel,Non,Carte bancaire,89.9,5958.85,Non
Homme,0,Non,12,Oui,DSL,Oui,Non,Mensuel,Non,Virement bancaire,74.75,827.05,Non
Femme,1,Oui,28,Non,DSL,Non,Oui,Mensuel,Oui,Cheque electronique,35.9,973.65,Non
Homme,0,Non,12,Non,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,95,7.1184,Non
Femme,0,Oui,30,Oui,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,25.1,789.55,Non
Homme,0,Non,41,Non,Fibre optique,Oui,Non,Annuel,Oui,Cheque electronique,89.55,3729.75,Non
Femme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Cheque electronique,112.4,8046.85,Non
Femme,1,Non,66,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,80.45,5224.35,Oui
Femme,0,Non,12,Non,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,98.9,1120.95,Oui
Homme,0,Oui,44,Oui,Non,Oui,Oui,Annuel,Non,Cheque electronique,24.85,1013.6,Non
Homme,0,Non,11,Oui,Non,Oui,Non,Mensuel,Non,Carte bancaire,23.15,245.2,Oui
Femme,0,Non,61,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque papier,89.2,5500.6,Non
Femme,0,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,70.95,137.95,Oui
Homme,0,Non,42,Non,DSL,Non,Oui,Mensuel,Oui,Virement bancaire,40.15,1626.05,Non
Homme,0,Non,56,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,105.35,5794.45,Non
Homme,0,Oui,23,Oui,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,48.35,1067.15,Oui
Homme,1,Non,20,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,84.35,1745.2,Non
Homme,0,Non,20,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,85.25,1734.5,Oui
Femme,0,Oui,22,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,84.75,1816.75,Non
Femme,0,Non,2,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,70.75,146.9,Oui
Homme,1,Non,9,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.55,718.55,Non
Homme,0,Oui,16,Non,DSL,Oui,Oui,Bisannuel,Non,Cheque papier,64,25.1024,Non
Homme,0,Non,2,Non,Non,Oui,Non,Mensuel,Oui,Carte bancaire,19.9,33.7,Non
Femme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,60,487.75,Non
Femme,0,Non,4,Non,Non,Oui,Oui,Mensuel,Non,Cheque papier,19.6,93.45,Non
Femme,0,Non,57,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Carte bancaire,104.5,5921.35,Oui
Femme,1,Non,20,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,90,8.1951,Oui
Homme,0,Oui,62,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,89.1,5411.65,Non
Femme,0,Non,54,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,94.1,5060.9,Non
Femme,0,Non,17,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.55,280.85,Non
Femme,0,Non,39,Non,Fibre optique,Oui,Oui,Annuel,Oui,Carte bancaire,104.7,4134.85,Oui
Femme,0,Non,52,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,59.45,3043.7,Non
Homme,0,Oui,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.05,20.05,Non
Femme,0,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,117.15,8529.5,Non
Femme,0,Oui,13,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,88.35,1222.8,Oui
Homme,0,Non,71,Non,DSL,Non,Non,Bisannuel,Non,Virement bancaire,53.95,3888.65,Non
Homme,0,Non,46,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,94.65,4312.5,Non
Femme,0,Oui,15,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,46.3,639.45,Non
Homme,0,Non,58,Non,Fibre optique,Oui,Non,Annuel,Non,Virement bancaire,99.15,5720.95,Non
Homme,0,Oui,72,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,19.9,1529.65,Non
Homme,0,Oui,37,Non,DSL,Oui,Non,Bisannuel,Non,Carte bancaire,61.45,2302.35,Non
Femme,0,Oui,68,Oui,DSL,Oui,Oui,Annuel,Oui,Cheque electronique,78.45,5333.35,Non
Femme,0,Oui,11,Non,DSL,Non,Non,Mensuel,Non,Cheque electronique,25.2,321.05,Non
Femme,1,Non,27,Oui,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,88.3,2467.75,Oui
Femme,0,Oui,51,Non,DSL,Oui,Oui,Annuel,Oui,Carte bancaire,69.75,3562.5,Non
Femme,0,Non,58,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,109.45,6144.55,Oui
Homme,0,Non,16,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Virement bancaire,73.85,1284.2,Oui
Femme,0,Non,4,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,20.05,83.3,Non
Homme,0,Non,20,Non,Non,Oui,Non,Mensuel,Oui,Carte bancaire,19.6,356.15,Non
Homme,0,Non,4,Non,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,86.05,308.1,Non
Homme,0,Non,32,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,108.15,3432.9,Oui
Homme,1,Non,5,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,89.8,502.6,Oui
Femme,0,Non,61,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,24.4,1417.9,Non
Homme,0,Non,5,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,85.4,401.1,Oui
Femme,0,Oui,62,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Virement bancaire,101.15,6638.35,Non
Femme,0,Non,57,Oui,Fibre optique,Oui,Non,Annuel,Non,Cheque electronique,94.7,5468.95,Non
Homme,0,Non,67,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,118.35,7804.15,Oui
Femme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,44.45,369.3,Non
Femme,0,Non,71,Oui,Fibre optique,Oui,Non,Bisannuel,Oui,Cheque electronique,111.25,7984.15,Non
Femme,0,Oui,65,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,26,1654.85,Non
Homme,0,Non,24,Oui,DSL,Oui,Non,Annuel,Non,Virement bancaire,54.6,1242.25,Non
Homme,0,Non,72,Oui,DSL,Oui,Non,Bisannuel,Non,Virement bancaire,69.65,4908.25,Non
Homme,0,Oui,23,Non,Fibre optique,Oui,Oui,Annuel,Non,Cheque papier,86.8,1940.8,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,45.15,45.15,Oui
Homme,0,Non,63,Non,DSL,Oui,Non,Bisannuel,Oui,Virement bancaire,86.7,5309.5,Non
Femme,0,Oui,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Non,Carte bancaire,109.55,7887.25,Non
Homme,1,Non,30,Oui,DSL,Oui,Oui,Bisannuel,Non,Cheque electronique,74.85,2181.75,Non
Femme,0,Non,29,Non,DSL,Non,Non,Mensuel,Oui,Carte bancaire,25.1,712.85,Oui
Femme,1,Non,40,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,79.2,3233.85,Oui
Femme,0,Non,64,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque papier,96.9,6314.35,Non
Femme,0,Non,13,Non,DSL,Non,Non,Mensuel,Oui,Virement bancaire,30.85,394.1,Non
Femme,0,Non,25,Non,DSL,Non,Non,Annuel,Non,Cheque electronique,54.2,1423.15,Non
Femme,1,Non,9,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,90.1,816.8,Non
Homme,0,Oui,6,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.7,111.65,Non
Femme,0,Non,71,Oui,Non,Oui,Oui,Bisannuel,Non,Cheque papier,23.85,1672.1,Non
Homme,0,Non,65,Oui,Non,Oui,Non,Bisannuel,Oui,Virement bancaire,25,1.1725,Non
Femme,0,Non,8,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,49.85,365.55,Oui
Homme,0,Non,65,Oui,Fibre optique,Oui,Oui,Annuel,Non,Cheque electronique,89.75,5769.6,Oui
Homme,0,Non,3,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,107.95,318.6,Non
Homme,0,Non,8,Non,Fibre optique,Oui,Non,Mensuel,Non,Virement bancaire,70.7,553.4,Non
Femme,0,Non,13,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,71.95,923.85,Non
Femme,0,Oui,4,Non,Non,Oui,Non,Mensuel,Oui,Virement bancaire,20.05,85.5,Non
Femme,0,Oui,66,Non,DSL,Oui,Oui,Bisannuel,Oui,Cheque electronique,59.75,3996.8,Non
Femme,0,Oui,57,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,95,5535.8,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,55,55,Oui
Homme,0,Oui,8,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,94.75,759.55,Non
Femme,0,Oui,48,Non,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,70.1,3238.4,Non
Homme,0,Non,1,Non,Non,Oui,Non,Mensuel,Non,Cheque papier,19.4,19.4,Oui
Homme,0,Oui,25,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,60.35,1404.65,Non
Homme,1,Oui,58,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,89.85,5125.75,Non
Femme,0,Non,11,Non,DSL,Oui,Non,Mensuel,Non,Virement bancaire,64.05,733.95,Non
Femme,0,Oui,65,Non,DSL,Non,Non,Bisannuel,Non,Cheque papier,45.25,2933.95,Non
Femme,0,Non,7,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.9,173.15,Non
Femme,0,Oui,70,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,115,15.8250,Non
Homme,1,Non,57,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,89.85,4925.35,Non
Femme,0,Non,72,Oui,Non,Oui,Oui,Bisannuel,Non,Carte bancaire,24.85,1871.85,Non
Homme,0,Oui,16,Oui,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,84.9,1398.25,Non
Femme,1,Non,5,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,69.05,318.5,Oui
Homme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,50.5,147.75,Non
Femme,0,Non,9,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Virement bancaire,91.75,865.8,Oui
Femme,0,Non,13,Non,Non,Oui,Non,Mensuel,Non,Carte bancaire,19.45,232.1,Non
Femme,0,Non,3,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,75.8,246.3,Oui
Femme,0,Non,6,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,79.05,434.5,Oui
Femme,0,Non,21,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,103.9,2254.2,Oui
Homme,0,Non,16,Non,Non,Oui,Non,Bisannuel,Non,Carte bancaire,18.95,326.8,Non
Homme,1,Non,8,Non,DSL,Oui,Oui,Mensuel,Oui,Carte bancaire,64.4,581.7,Non
Femme,0,Non,15,Oui,Non,Oui,Non,Bisannuel,Non,Virement bancaire,25.05,369.1,Non
Homme,0,Oui,39,Non,DSL,Oui,Oui,Annuel,Non,Cheque electronique,59.8,2343.85,Non
Femme,0,Oui,1,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque papier,73.6,73.6,Oui
Homme,0,Oui,13,Non,DSL,Oui,Non,Mensuel,Non,Carte bancaire,66.4,831.75,Non
Femme,0,Non,14,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,69.65,921.4,Non
Femme,1,Non,26,Non,DSL,Oui,Oui,Annuel,Non,Cheque papier,60.7,1597.4,Non
Femme,1,Non,15,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,91.5,1400.3,Non
Femme,0,Non,16,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,74.75,1129.35,Non
Homme,0,Oui,10,Non,DSL,Non,Oui,Bisannuel,Non,Carte bancaire,53,7.521,Non
Homme,0,Oui,68,Non,Fibre optique,Oui,Oui,Bisannuel,Non,Virement bancaire,95.1,6683.4,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque papier,44.3,44.3,Non
Femme,0,Oui,70,Oui,DSL,Oui,Oui,Bisannuel,Non,Virement bancaire,79.7,5743.3,Non
Homme,0,Non,43,Non,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,90.65,3882.3,Non
Homme,0,Oui,13,Non,DSL,Non,Oui,Bisannuel,Non,Cheque papier,40.55,590.35,Non
Homme,0,Non,6,Non,Non,Oui,Non,Annuel,Non,Cheque papier,19.15,124.4,Non
Homme,1,Non,17,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,101.8,1752.45,Non
Homme,0,Non,23,Oui,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,84.25,1968.1,Non
Femme,0,Non,17,Non,Non,Oui,Non,Annuel,Non,Carte bancaire,20.05,337.9,Non
Femme,0,Non,40,Oui,Fibre optique,Oui,Non,Annuel,Oui,Carte bancaire,105.95,4335.2,Non
Femme,0,Non,53,Oui,DSL,Oui,Oui,Annuel,Non,Virement bancaire,74.1,3833.95,Non
Femme,0,Non,9,Non,Non,Oui,Non,Mensuel,Oui,Cheque electronique,19.5,178.85,Non
Femme,1,Oui,12,Non,DSL,Non,Oui,Mensuel,Oui,Cheque papier,29.3,355.9,Non
Homme,0,Non,12,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,94.55,1173.55,Non
Femme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Oui,Cheque electronique,52.2,52.2,Oui
Homme,0,Oui,29,Non,DSL,Non,Oui,Annuel,Oui,Carte bancaire,55.35,1636.95,Non
Femme,0,Oui,5,Oui,Non,Oui,Oui,Mensuel,Oui,Cheque papier,24.3,132.25,Non
Femme,0,Oui,4,Oui,Non,Oui,Non,Mensuel,Oui,Cheque papier,25.45,84.2,Non
Homme,0,Non,63,Non,DSL,Oui,Oui,Annuel,Non,Carte bancaire,70.8,4448.8,Non
Femme,0,Non,6,Non,Fibre optique,Oui,Non,Mensuel,Non,Carte bancaire,70.55,433.95,Non
Homme,1,Non,2,Non,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,74.7,165.4,Oui
Homme,1,Non,66,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,110.85,7491.75,Oui
Homme,1,Non,50,Oui,Fibre optique,Oui,Oui,Annuel,Oui,Virement bancaire,101.9,5265.5,Non
Homme,0,Oui,24,Non,Non,Oui,Oui,Annuel,Non,Cheque papier,20.25,439.75,Non
Femme,0,Non,1,Non,Fibre optique,Oui,Oui,Mensuel,Non,Cheque electronique,78.8,78.8,Oui
Femme,1,Non,46,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Cheque electronique,104.45,4863.85,Non
Homme,0,Non,37,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,90.35,3419.3,Non
Homme,0,Non,10,Non,Non,Oui,Oui,Annuel,Non,Virement bancaire,19.6,189.45,Non
Homme,0,Non,71,Oui,Fibre optique,Oui,Non,Annuel,Oui,Virement bancaire,116.3,8309.55,Non
Femme,1,Non,54,Non,Non,Oui,Oui,Bisannuel,Oui,Cheque papier,18.95,1031.1,Non
Femme,0,Non,3,Non,DSL,Oui,Non,Mensuel,Non,Cheque electronique,57.55,161.45,Non
Homme,0,Non,1,Non,DSL,Oui,Non,Mensuel,Non,Cheque papier,51.25,51.25,Non
Homme,1,Non,27,Oui,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,95.55,2510.2,Oui
Homme,0,Oui,72,Non,DSL,Non,Oui,Bisannuel,Oui,Carte bancaire,65.1,4754.3,Non
Homme,0,Non,57,Non,DSL,Oui,Oui,Mensuel,Non,Cheque electronique,55.7,3171.6,Non
Femme,1,Non,54,Non,Fibre optique,Oui,Oui,Annuel,Oui,Cheque electronique,99.1,5437.1,Non
Homme,0,Non,5,Non,Non,Oui,Non,Mensuel,Non,Virement bancaire,20.65,93.55,Non
Homme,0,Non,29,Non,Fibre optique,Oui,Non,Mensuel,Oui,Carte bancaire,98.8,2807.1,Non
Femme,0,Non,33,Oui,Fibre optique,Oui,Non,Mensuel,Non,Cheque electronique,107.55,3645.5,Non
Homme,0,Oui,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Carte bancaire,91.95,6614.9,Non
Homme,0,Non,72,Oui,DSL,Oui,Oui,Bisannuel,Oui,Virement bancaire,82.3,5980.55,Non
Homme,1,Non,72,Oui,Fibre optique,Oui,Oui,Bisannuel,Oui,Carte bancaire,102.65,7550.3,Non
Homme,1,Non,64,Oui,Fibre optique,Oui,Non,Mensuel,Oui,Virement bancaire,103.5,6548.65,Non
Homme,0,Oui,58,Non,Fibre optique,Oui,Oui,Mensuel,Oui,Cheque electronique,92.85,5305.05,Non
Femme,0,Non,29,Non,Non,Oui,Non,Annuel,Non,Cheque papier,20,599.3,Non
